(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants reading intently looking down at a jade slip, luxurious imperial study room with wooden desks and bookshelves, daytime, bright natural lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress drawing an old man on a piece of paper looking focused, inside an elegant tea room, daytime, detailed artwork, warm lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, a detailed drawing of a majestic old man in elegant robes standing tall looking into the distance, ink painting on white paper, daytime, artistic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 138409-year-old female ghostly ethereal build incredibly long black hair resentful dark eyes beautiful but pale and terrifying facial features Flowing blood red dress jumping out excitedly pointing at the drawing next to 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants looking shocked, inside an elegant tea room, daytime, magical glow, dynamic action
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress looking surprised at 138409-year-old female ghostly ethereal build incredibly long black hair resentful dark eyes beautiful but pale and terrifying facial features Flowing blood red dress talking to 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants speaking calmly, inside an elegant tea room, daytime, magical presence
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants speaking thoughtfully looking at the speaker, inside an elegant tea room, daytime, relaxed setting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress bowing slightly leaving the room through a wooden door, inside an elegant tea room, daytime, soft sunlight, respectful departure
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants giving orders looking seriously off-screen right, inside an elegant tea room, daytime, authoritative posture
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 295-year-old female voluptuous and alluring build styled black hair seductive dark eyes beautiful and cunning facial features Deep magenta tight sensual dress asking a question looking concerned at 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants answering calmly, inside an elegant tea room, daytime, quiet atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants speaking calmly with a confident expression looking off-screen left, inside an elegant tea room, daytime, soft lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants contemplating deeply looking down at his tea cup, inside an elegant tea room, daytime, serious mood
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants looking seriously at 295-year-old female voluptuous and alluring build styled black hair seductive dark eyes beautiful and cunning facial features Deep magenta tight sensual dress standing quietly, inside an elegant tea room, daytime, tense atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants thinking with a serious expression looking into space, inside an elegant tea room, daytime, focused lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants thinking deeply with furrowed brows looking down, inside an elegant tea room, daytime, intense contemplation
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants pondering with a worried expression rubbing his chin, inside an elegant tea room, daytime, dramatic shadows
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants looking very serious with a heavy expression off-screen, inside an elegant tea room, daytime, tense mood
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants instructing firmly looking at 295-year-old female voluptuous and alluring build styled black hair seductive dark eyes beautiful and cunning facial features Deep magenta tight sensual dress listening attentively, inside an elegant tea room, daytime, authoritative lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide shot, 295-year-old female voluptuous and alluring build styled black hair seductive dark eyes beautiful and cunning facial features Deep magenta tight sensual dress walking out the door leaving 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants alone sitting at the table, inside an elegant tea room, daytime, quiet and still atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants leaning back in his chair tapping his fingers on the armrest looking thoughtful, inside a dim room, dead of night, dark shadows, tense atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants sitting with a heavy and burdened expression looking down in the dark, inside a dim room, dead of night, dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants contemplating seriously in the shadows looking off-screen, inside a dim room, dead of night, moody lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants sighing heavily rubbing his temples looking stressed, inside a dim room, dead of night, tired expression
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants rubbing his temples looking extremely pressured and stressed, inside a dim room, dead of night, heavy atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants showing hesitation and conflict looking up slightly, inside a dim room, dead of night, subtle moonlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants looking determined with a fierce expression staring straight ahead, inside a dim room, dead of night, sharp focus, resolute mood
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants clenching his fists making a firm decision looking intense, inside a dim room, dead of night, dramatic shadows, powerful stance
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants deep in thought with a calculating expression looking off-screen, inside a dim room, dead of night, focused lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants nodding to himself with a confident smile looking forward, inside a dim room, dead of night, resolved atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants standing up confidently walking out of the dark room, inside a dim room, dead of night, dynamic movement
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants looking surprised at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe holding a glowing jade bottle excitedly, inside a grand palace interior, daytime, luxurious decor, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants looking joyfully at a black oval pill floating in the air looking forward 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe standing respectfully looking at the pill, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants holding the black pill looking admiringly at it, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants laughing heartily looking towards 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe bowing hastily looking respectfully at the emperor, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe bowing deeply expressing gratitude looking down 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants sitting on the throne looking satisfied at him, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants gesturing with hand looking off-screen left a female official writing quickly on a scroll looking down, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe kneeling joyfully looking up with deep gratitude, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants speaking calmly looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe smiling bitterly explaining looking back, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe speaking earnestly looking at 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants waving his hand dismissively looking back, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants sitting on the throne giving orders looking forward, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants pointing casually looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe standing awkwardly looking down, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, a female official glancing sideways looking curiously off-screen left, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide shot, many beautiful young women standing in lines looking forward, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide shot, fifty beautiful women standing elegantly looking forward, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide shot, hundreds of beautiful women waiting in a grand hall looking forward, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, beautiful young women signing registration papers looking down, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants sitting majestically on the throne looking confidently forward, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, a pile of registration scrolls resting on a golden table, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, a strict female official inspecting documents looking critically down, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe waving his hands anxiously looking nervously at 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants sitting calmly looking back, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe bowing slightly speaking earnestly looking at 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants listening attentively looking back, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants laughing cheerfully looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe standing respectfully looking back, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants turning his head giving orders looking at a female official a female official bowing respectfully looking down, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe making a gesture suggesting an idea looking hopefully at 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants listening carefully looking back, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe speaking humbly looking at 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants nodding slightly looking back, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, a female official glancing with surprise looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe standing respectfully looking forward, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide shot, a group of rejected beautiful women walking away looking disappointed, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe standing humbly looking forward, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe smiling with a grounded expression looking forward, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants nodding in agreement looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe smiling gratefully looking back, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe turning and walking away happily looking towards the exit, grand majestic palace interior with golden pillars, daytime, calm weather, bright dramatic lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants shaking his head smiling walking forward looking ahead, luxurious inner palace corridor, daytime, calm weather, soft elegant lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 23-year-old female voluptuous hourglass and extremely curvy build long wavy black hair alluring dark eyes flawlessly beautiful and pure facial features wearing a scandalous black and white maid outfit plunging lace-up bodice with sheer panels thigh-high stockings garter belt fishnet gloves platform heels swallowing a pill throwing a seductive glance looking at 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants standing relaxed looking back, luxurious inner palace room, daytime, calm weather, soft elegant lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 23-year-old female voluptuous hourglass and extremely curvy build long wavy black hair alluring dark eyes flawlessly beautiful and pure facial features wearing a scandalous black and white maid outfit plunging lace-up bodice with sheer panels thigh-high stockings garter belt fishnet gloves platform heels smiling seductively looking off-screen right, luxurious inner palace room, daytime, calm weather, soft elegant lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants smiling thoughtfully looking off-screen left, luxurious inner palace room, daytime, calm weather, soft elegant lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants standing in thought looking forward, luxurious inner palace room, daytime, calm weather, soft elegant lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants swallowing a black pill looking slightly up, dim stone secret training room, daytime, calm weather, mysterious glowing lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants standing still observing floating spatial distortions looking around in awe, dim stone secret training room, daytime, calm weather, surreal glowing spatial effects
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants opening his eyes wide seeing invisible spatial layers looking forward, dim stone secret training room, daytime, calm weather, bright surreal lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants concentrating intensely looking at invisible structures, dim stone secret training room, daytime, calm weather, fading surreal lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants blinking as the room returns to normal looking around, dim stone secret training room, daytime, calm weather, dark shadows
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants standing still feeling his body looking down, dim stone secret training room, daytime, calm weather, dark shadows
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants frowning with discomfort looking around the dim room, dim stone secret training room, daytime, calm weather, dark shadows
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants swallowing another black pill looking thoughtful, dim stone secret training room, daytime, calm weather, dark shadows
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants smiling with an idea looking forward, dim stone secret training room, daytime, calm weather, dark shadows
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants appearing from a teleportation glow asking a question looking at 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress standing startled looking back, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress looking embarrassed speaking softly looking at 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants smiling gently looking back, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress blushing deeply taking off her outer robe looking nervously at 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants raising his hands in surprise looking back, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants laughing holding out a storage ring looking at 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress hastily pulling her robe back up looking embarrassed, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants holding up a glowing storage ring explaining looking at 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress staring wide-eyed at the ring, ruined city indoor research room, daytime, calm weather, dusty sunlight
